"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
rsvpcr_freq,k_influenza_and_rsv,,radio,"If more than one kit is selected above, please select the <u>one kit</u> that is (or will be) used most frequently for molecular assays at the laboratory during the current RSV season: <I>(Select one)</I>","aries, ARIES Flu A/B & RSV Assay (Luminex) | alere, Alere i RSV (Alere) | cepheid_infinity, Cepheid GeneXpert Infinity-48 System (Cepheid) | cepheid_rsv, Cepheid Xpert Flu/RSV XC Assay (Cepheid) | cepheid_xpress, Cepheid Xpert Xpress Flu/RSV Assay (Cepheid) | cobas, Cobas Liat Influenza A/B and RSV Assay (Roche Molecular Systems, Inc.) | eplex, ePlex Respiratory Pathogen Panel (GenMark Diagnostics) | esensor, eSensor Respiratory Viral Panel (RVP) (GenMark Diagnostics) | filmarray, FilmArray Respiratory Panel (BioFire Diagnostics, LLC) | filmarray_ez, FilmArray Respiratory Panel EZ (BioFire Diagnostics, LLC) | imdx, IMDx Flu A/B and RSV for Abbott <i>m</i>2000 (IMDx) | nxtag_rpp, NxTAG Respiratory Pathogen Panel (Luminex Molecular Diagnostics Inc.) | panther_fusion, Panther Fusion Flu A/B RSV (Hologic) | proflu, Prodesse PROFLU+ (GenProbe/Hologic) | simplexa, Simplexa Flu A/B & RSV (Focus Diagnostics, 3M) | simplexa_direct, Simplexa Flu A/B & RSV Direct (Focus Diagnostics, 3M) | verigene, Verigene Respiratory Virus Nucleic Acid Test (Luminex) | verigene_plus, Verigene Respiratory Virus Plus Nucleic Acid Test (RV+) (Luminex) | verigene_flex, Verigene Respiratory Pathogen Nucleic Acid Test (RP <i>Flex</i>) (Nanosphere, Inc) | xtag_fast, xTAG Respiratory Viral Panel (RVP or RVP FAST or RVP Fast v2) (Luminex Corporation) | in_house, In-house developed PCR assay | cdc_rsv, CDC Respiratory Syncytial Virus Real-Time RT-PCR Assay | oth, Other, specify",,,,,,"([rsvpcr(aries)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(alere)] = '1' and ([rsvpcr(aries)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(cepheid_rsv)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(cepheid_xpress)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(cobas)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(esensor)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(filmarray)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(aries)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(filmarray_ez)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(aries)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(imdx)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(proflu)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(simplexa)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(simplexa_direct)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or 
[rsvpcr(filmarray)] = '1' or [rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(verigene)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(aries)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(verigene_plus)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(aries)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(verigene_flex)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(xtag_fast)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(in_house)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(cdc_rsv)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(aries)] = '1' or [rsvpcr(oth)] = '1'))
or
([rsvpcr(oth)] = '1' and ([rsvpcr(alere)] = '1' or [rsvpcr(cepheid_rsv)] = '1' or [rsvpcr(cepheid_xpress)] = '1' or [rsvpcr(cobas)] = '1' or [rsvpcr(esensor)] = '1' or [rsvpcr(filmarray)] = '1' or 
[rsvpcr(filmarray_ez)] = '1' or [rsvpcr(imdx)] = '1' or [rsvpcr(proflu)] = '1' or [rsvpcr(simplexa)] = '1' or [rsvpcr(simplexa_direct)] = '1' or [rsvpcr(verigene)] = '1' or 
[rsvpcr(verigene_plus)] = '1' or [rsvpcr(verigene_flex)] = '1' or [rsvpcr(xtag_fast)] = '1' or [rsvpcr(in_house)] = '1' or [rsvpcr(cdc_rsv)] = '1' or [rsvpcr(aries)] = '1'))",,LV,,,,
rsvpcr_freq_specify,k_influenza_and_rsv,,text,"Specify other kit used:",,,,,,,"[rsvpcr_freq] = 'oth'",y,,,,,
rsvped,k_influenza_and_rsv,,checkbox,"Does the laboratory perform any of these additional tests to detect RSV (apart from rapid antigen detection tests and molecular assays) for <u>pediatric patients (aged 0-17 years)</u>? <I>(Select all that apply)</I>","culture, Viral Culture | ifa, Indirect fluorescent antibody (IFA) stain | dfa, Direct fluorescent antibody (DFA) stain | sero, Serology (IgG or IgM) | no, No | na, Not applicable (only do testing in adult patients)",,,,,,"[rsv] = '1'",,LV,,,,
ignore_valid_rsvaddl,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">You chose ""No"" and another choice!<h4 style=""text-align:left;"">When choosing ""No,"" clear all other choices.</h4></div>",,,,,,,"[rsvped(no)] = '1' and ([rsvped(culture)] = '1' or [rsvped(ifa)] = '1' or [rsvped(dfa)] = '1' or [rsvped(sero)] = '1' or [rsvped(na)] = '1')",,,,,,
ignore_valid_rsvaddl_2,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">You chose ""Not applicable"" and another choice!<h4 style=""text-align:left;"">When choosing ""Not applicable,"" clear all other choices.</h4></div>",,,,,,,"[rsvped(na)] = '1' and ([rsvped(culture)] = '1' or [rsvped(ifa)] = '1' or [rsvped(dfa)] = '1' or [rsvped(sero)] = '1' or [rsvped(no)] = '1')",,,,,,
rsvadult,k_influenza_and_rsv,,checkbox,"Does the laboratory perform any of these additional tests to detect RSV (apart from rapid antigen detection tests and molecular assays) for <u>adult patients (aged >=18 years)</u>?  <I>(Select all that apply)</I>","culture, Viral Culture | ifa, Indirect fluorescent antibody (IFA) stain | dfa, Direct fluorescent antibody (DFA) stain | sero, Serology (IgG or IgM) | no, No | na, Not applicable (only do testing in pediatric patients)",,,,,,"[rsv] = '1'",,LV,,,,
ignore_valid_rsvadult,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">You chose ""No"" and another choice!<h4 style=""text-align:left;"">When choosing ""No,"" clear all other choices.</h4></div>",,,,,,,"[rsvadult(no)] = '1' and ([rsvadult(culture)] = '1' or [rsvadult(ifa)] = '1' or [rsvadult(dfa)] = '1' or [rsvadult(sero)] = '1' or [rsvadult(na)] = '1')",,,,,,
ignore_valid_rsvaddl_3,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">You chose ""Not applicable"" and another choice!<h4 style=""text-align:left;"">When choosing ""Not applicable,"" clear all other choices.</h4></div>",,,,,,,"[rsvadult(na)] = '1' and ([rsvadult(culture)] = '1' or [rsvadult(ifa)] = '1' or [rsvadult(dfa)] = '1' or [rsvadult(sero)] = '1' or [rsvadult(no)] = '1')",,,,,,
rsv_ped,k_influenza_and_rsv,,radio,"Which RSV test method does the laboratory perform most frequently for <u>pediatric patients (aged 0-17 years)</u>? <I>(Select one)</I>","culture, Viral culture | ifa_dfa, Indirect fluorescent antibody stain (IFA)/direct fluorescent antibody stain (DFA) | sero, Serology (IgG or IgM) | rapid, Rapid antigen detection test (rapid test, RADT)<sup> | singleplex, Molecular assay (e.g. RT-PCR, NAAT) - singleplex (RSV only) | dualplex, Molecular assay (e.g. RT-PCR, NAAT) - dualplex (RSV/influenza) | rvp, Molecular assay (e.g. RT-PCR, NAAT) - multiplex/respiratory viral panel (RVP) | na, Not applicable (no pediatric testing)",<sup>,,,,,"[rsv] = '1'",,LV,,,,
rsv_adult,k_influenza_and_rsv,,radio,"Which RSV test method does the laboratory perform most frequently for <u>adult patients (aged >=18 years)</u>? <I>(Select one)</I>","culture, Viral culture | ifa_dfa, Indirect fluorescent antibody stain (IFA)/direct fluorescent antibody stain (DFA) | sero, Serology (IgG or IgM) | rapid, Rapid antigen detection test (rapid test, RADT)<sup> | singleplex, Molecular assay (e.g. RT-PCR, NAAT) - singleplex (RSV only) | dualplex, Molecular assay (e.g. RT-PCR, NAAT) - dualplex (RSV/influenza) | rvp, Molecular assay (e.g. RT-PCR, NAAT) - multiplex/respiratory viral panel (RVP) | na, Not applicable (no adult testing)",<sup>,,,,,"[rsv] = '1'",,LV,,,,
rsvped_na,k_influenza_and_rsv,,radio,"Based on tests that were performed during the 2020-2021 RSV season, approximately what percent of the time are each of these test types used to test for RSV in <u>pediatric patients (aged 0-17) years</u>? <I>(Answers should add to 100%)</I>","99, Not applicable (no pediatric testing)",,,,,,[rsv]='1',,LV,,,,
rsvped_culture,k_influenza_and_rsv,,text,"% Viral culture ",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_ifa_dfa,k_influenza_and_rsv,,text,"% Indirect fluorescent antibody stain (IFA)/direct fluorescent antibody stain (DFA)",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_sero,k_influenza_and_rsv,,text,"% Serology (IgG or IgM) ",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_rapid,k_influenza_and_rsv,,text,"% Rapid antigen detection test (rapid test, RADT)<sup>",,<sup>,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_singleplex,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - singleplex (RSV only)",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_dualplex,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - dualplex (RSV/influenza)",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_rvp,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - multiplex/respiratory viral panel (RVP)",,,number,0,100,,"[rsv]='1' && [rsvped_na]=''",,,,,,
rsvped_sum,k_influenza_and_rsv,,calc,"AUTO-CALCULATION: Sum of testing percentages for the 2020-2021 RSV season for pediatric patients (should add to 100%)","sum([rsvped_culture],[rsvped_ifa_dfa],[rsvped_sero],[rsvped_rapid],[rsvped_singleplex],[rsvped_dualplex],[rsvped_rvp])",,,,,,"[rsv] = '1' && [rsvped_na] = ''",,,,,,
ignore_sumped,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">The sum of the percentages should equal 100%</h4></div>",,,,,,,"[rsvped_na] = '' && [rsvped_sum]<>'' and [rsvped_sum] <> 100",,,,,,
rsvadult_na,k_influenza_and_rsv,,radio,"Based on tests that were performed during the 2020-2021 RSV season, approximately what percent of the time are each of these test types used to test for RSV in <u>adult patients (aged >=18 years)</u>? <I>(Answers should add to 100%)</I>","99, Not applicable (no adult testing)",,,,,,[rsv]='1',,LV,,,,
rsvadult_culture,k_influenza_and_rsv,,text,"% Viral culture",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_ifa_dfa,k_influenza_and_rsv,,text,"% Indirect fluorescent antibody stain (IFA)/direct fluorescent antibody stain (DFA)",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_sero,k_influenza_and_rsv,,text,"% Serology (IgG or IgM) ",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_rapid,k_influenza_and_rsv,,text,"% Rapid antigen detection test (rapid test, RADT)<sup>",,<sup>,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_singleplex,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - singleplex (RSV only)",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_dualplex,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - dualplex (RSV/influenza)",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_rvp,k_influenza_and_rsv,,text,"% Molecular assay (e.g. RT-PCR, NAAT) - multiplex/respiratory viral panel (RVP)",,,number,0,100,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
rsvadult_sum,k_influenza_and_rsv,,calc,"AUTO-CALCULATION: Sum of testing percentages for the 2020-2021 RSV season for adult patients (should add to 100%)","sum([rsvadult_culture],[rsvadult_ifa_dfa],[rsvadult_sero],[rsvadult_rapid],[rsvadult_singleplex],[rsvadult_dualplex],[rsvadult_rvp])",,,,,,"[rsv]='1' && [rsvadult_na]=''",,,,,,
ignore_sumadult,k_influenza_and_rsv,,descriptive,"<div class=""red"" style=""text-align:left;""><h4 style=""text-align:left;"">The sum of the percentages should equal 100%</h4></div>",,,,,,,"[rsvadult_na] = '' && [rsvadult_sum]<>'' and [rsvadult_sum] <> 100",,,,,,
